movie_title,release_date,opening_week_audience,opening_two_week_audience,max_daily_audience,total_audience,total_trailer_views,total_likes,total_comments,vote_average,popularity,runtime,budget
왕과 사는 남자,2026-02-04,1165295,3491467,817185,13467791,2625031,16301,2497,0,0,117,6900000
